fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Hade Microsoft en större eller mindre årsomsättning än Apple räkenskapsåret 2023?;Microsoft;Apple;212;383;miljarder dollar;Hur många miljarder dollar skiljer det?
Drog Insidan ut 2 in mer eller mindre än Vaiana 2 i biljettintäkter (2024)?;Insidan ut 2;Vaiana 2;1699;1059;miljoner dollar;Hur många miljoner dollar skiljer det?
Hade Danmark fler eller färre invånare än Sverige 2024?;Danmark;Sverige;5,96;10,55;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Amazon en större eller mindre årsomsättning än Alphabet 2023?;Amazon;Alphabet;575;307;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Apple en större eller mindre årsomsättning än Walmart räkenskapsåret 2023?;Apple;Walmart;383;611;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Netflix fler eller färre abonnenter än Disney+ vid slutet av 2024?;Netflix;Disney+;301;124,6;miljoner abonnenter;Hur många miljoner abonnenter skiljer det?
Drog Elton Johns Farewell Yellow Brick Road-turné in mer eller mindre än Taylor Swifts Eras Tour totalt?;Farewell Yellow Brick Road;Eras Tour;939;2080;miljoner dollar;Hur många miljoner dollar skiljer det?
Hade Amazon fler eller färre anställda än Apple 2023?;Amazon;Apple;1525000;161000;anställda;Hur många anställda skiljer det?
Hade USA fler eller färre invånare än Sverige 2024?;USA;Sverige;340;10,55;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Indien fler eller färre invånare än Sverige 2024?;Indien;Sverige;1451;10,55;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Danmark fler eller färre invånare än Finland 2024?;Danmark;Finland;5,96;5,62;miljoner invånare;Hur många miljoner invånare skiljer det?
Sålde Hogwarts Legacy fler eller färre exemplar än Zelda: Tears of the Kingdom under 2023?;Hogwarts Legacy;Zelda: Tears of the Kingdom;22;20,28;miljoner exemplar;Hur många miljoner exemplar skiljer det?
Hade MrBeast fler eller färre YouTube-prenumeranter än Cristiano Ronaldo hade Instagram-följare (2024)?;MrBeast;Cristiano Ronaldo;334;632;miljoner;Hur många miljoner skiljer det?
Hade Egypten fler eller färre invånare än Tyskland 2024?;Egypten;Tyskland;116,5;83,6;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Sydkorea fler eller färre invånare än Spanien 2024?;Sydkorea;Spanien;51,74;48,62;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Australien fler eller färre invånare än Taiwan 2024?;Australien;Taiwan;27,2;23,95;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Tokyos storstadsområde fler eller färre invånare än Delhis 2024?;Tokyo;Delhi;37,1;33,8;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Indien en större eller mindre BNP än Japan 2024?;Indien;Japan;3,91;4,03;biljoner dollar;Hur många biljoner dollar skiljer det?
Hade Sverige en större eller mindre BNP än Norge 2024?;Sverige;Norge;610;484;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Indonesien en större eller mindre BNP än Nederländerna 2024?;Indonesien;Nederländerna;1396;1228;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Schweiz en större eller mindre BNP än Saudiarabien 2024?;Schweiz;Saudiarabien;937;1238;miljarder dollar;Hur många miljarder dollar skiljer det?
Drog Lilo & Stitch in mer eller mindre än A Minecraft Movie i biljettintäkter (2025)?;Lilo & Stitch;A Minecraft Movie;1038;955;miljoner dollar;Hur många miljoner dollar skiljer det?
Drog Insidan ut 2 in mer eller mindre än Lejonkungen (2019) i biljettintäkter totalt?;Insidan ut 2;Lejonkungen (2019);1687;1657;miljoner dollar;Hur många miljoner dollar skiljer det?
Drog Vaiana 2 in mer eller mindre än Wicked i biljettintäkter (2024)?;Vaiana 2;Wicked;904;465;miljoner dollar;Hur många miljoner dollar skiljer det?
Drog Avatar (2009) in mer eller mindre än Titanic i biljettintäkter totalt?;Avatar (2009);Titanic;2920;2242;miljoner dollar;Hur många miljoner dollar skiljer det?
Hade Taylor Swift fler eller färre månadslyssnare på Spotify än Drake (2024)?;Taylor Swift;Drake;91,7;73,3;miljoner månadslyssnare;Hur många miljoner månadslyssnare skiljer det?
Hade Neymar fler eller färre följare på Instagram än Kylian Mbappé (2024)?;Neymar;Kylian Mbappé;234;118;miljoner följare;Hur många miljoner följare skiljer det?
Sålde Nintendo Switch fler eller färre konsoler totalt än PlayStation 4 (2024)?;Nintendo Switch;PlayStation 4;153;117;miljoner sålda;Hur många miljoner skiljer det?
Sålde BYD fler eller färre bilar totalt än Tesla under 2024?;BYD;Tesla;4,27;1,79;miljoner bilar;Hur många miljoner bilar skiljer det?
Hade Real Madrid större eller mindre intäkter än Manchester City säsongen 2023/24?;Real Madrid;Manchester City;1045;838;miljoner euro;Hur många miljoner euro skiljer det?
Hade Apple ett större eller mindre börsvärde än Nintendo (2024)?;Apple;Nintendo;3400;52;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Walmart en större eller mindre årsomsättning än Spotify räkenskapsåret 2024/2025?;Walmart;Spotify;681;16;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Vietnam fler eller färre invånare än Iran 2024?;Vietnam;Iran;100,99;91,57;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Italien en större eller mindre BNP än Brasilien 2024?;Italien;Brasilien;2373;2179;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Facebook fler eller färre månadsanvändare än YouTube 2024?;Facebook;YouTube;3,07;2,5;miljarder användare;Hur många miljarder användare skiljer det?
Hade WhatsApp fler eller färre månadsanvändare än WeChat 2024?;WhatsApp;WeChat;3,0;1,43;miljarder användare;Hur många miljarder användare skiljer det?
Drog Avengers: Endgame in mer eller mindre än Star Wars: The Force Awakens i biljettintäkter totalt?;Avengers: Endgame;Star Wars: The Force Awakens;2189;2068;miljoner dollar;Hur många miljoner dollar skiljer det?
Sålde Minecraft fler eller färre exemplar totalt än Grand Theft Auto V (2024)?;Minecraft;Grand Theft Auto V;300;200;miljoner exemplar;Hur många miljoner exemplar skiljer det?
Hade Microsoft en större eller mindre årsomsättning än Samsung räkenskapsåret 2024?;Microsoft;Samsung;245;207;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Dallas Cowboys ett större eller mindre marknadsvärde än Real Madrid 2024?;Dallas Cowboys;Real Madrid;10,1;6,6;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Amazon en större eller mindre årsomsättning än Netflix 2024?;Amazon;Netflix;638;38,8;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Argentina fler eller färre invånare än Colombia 2024?;Argentina;Colombia;45,7;52,9;miljoner invånare;Hur många miljoner invånare skiljer det?
Drog Jurassic World in mer eller mindre än The Avengers (2012) i biljettintäkter totalt?;Jurassic World;The Avengers (2012);1670;1519;miljoner dollar;Hur många miljoner dollar skiljer det?
Hade Irland en större eller mindre BNP än Danmark 2024?;Irland;Danmark;561;429;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Toyota en större eller mindre årsomsättning än Volkswagen 2024?;Toyota;Volkswagen;311;353;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade The Weeknds Blinding Lights fler eller färre Spotify-streams än Ed Sheerans Shape of You (2025)?;Blinding Lights;Shape of You;5,0;4,0;miljarder streams;Hur många miljarder streams skiljer det?
Hade Filippinerna fler eller färre invånare än Etiopien 2024?;Filippinerna;Etiopien;112,7;132,1;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Disney en större eller mindre årsomsättning än Netflix räkenskapsåret 2024?;Disney;Netflix;91,4;38,8;miljarder dollar;Hur många miljarder dollar skiljer det?
Drog Barbie in mer eller mindre än Frost 2 i biljettintäkter totalt?;Barbie;Frost 2;1380;1453;miljoner dollar;Hur många miljoner dollar skiljer det?
Hade Storbritannien fler eller färre invånare än Thailand 2024?;Storbritannien;Thailand;69,3;70,27;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Förenade Arabemiraten en större eller mindre BNP än Israel 2024?;Förenade Arabemiraten;Israel;537;565;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Iran fler eller färre invånare än Turkiet 2024?;Iran;Turkiet;91,57;85,52;miljoner invånare;Hur många miljoner invånare skiljer det?
Hade Saudi Aramco en större eller mindre årsomsättning än Apple 2024?;Saudi Aramco;Apple;480,57;391;miljarder dollar;Hur många miljarder dollar skiljer det?
Hade Spotify fler eller färre månadsanvändare än Netflix hade abonnenter i slutet av 2024?;Spotify;Netflix;678;301;miljoner;Hur många miljoner skiljer det?
Hade Egypten en större eller mindre BNP än Norge 2024?;Egypten;Norge;389;484;miljarder dollar;Hur många miljarder dollar skiljer det?
