fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Är en iller längre eller kortare än en småvessla?;Iller;Småvessla;40;18;centimeter;Hur många centimeter skiljer det?
Är en smultronplanta högre eller lägre än ett blåbärsris?;Smultronplanta;Blåbärsris;0,15;0,3;meter;Hur många meter skiljer det?
Är en fullvuxen klibbal högre eller lägre än en hägg?;Klibbal;Hägg;25;8;meter;Hur många meter skiljer det?
Är en fullvuxen vildapel högre eller lägre än en klibbal?;Vildapel;Klibbal;8;25;meter;Hur många meter skiljer det?
Är en fullvuxen klibbal högre eller lägre än en blåsippa?;Klibbal;Blåsippa;25;0,1;meter;Hur många meter skiljer det?
Väger en lämmel mer eller mindre än en kronhjort?;Lämmel;Kronhjort;0,07;200;kilo;Hur många kilo skiljer det?
Grundades verktygsföretaget Sandvik tidigare eller senare än kullagertillverkaren SKF?;Sandvik;SKF;1862;1907;årtal;Hur många år skiljer grundandet?
Grundades industrikoncernen Atlas Copco tidigare eller senare än Alfa Laval?;Atlas Copco;Alfa Laval;1873;1883;årtal;Hur många år skiljer grundandet?
Grundades bevakningsföretaget Securitas tidigare eller senare än låskoncernen Assa Abloy?;Securitas;Assa Abloy;1934;1994;årtal;Hur många år skiljer grundandet?
Har Atlas Copco fler eller färre anställda än kullagertillverkaren SKF? (2024);Atlas Copco;SKF;55267;38743;anställda;Hur många anställda skiljer det?
Har hygienkoncernen Essity fler eller färre anställda än kullagertillverkaren SKF? (2024);Essity;SKF;36000;38743;anställda;Hur många anställda skiljer det?
Har Spotify fler eller färre månadsanvändare än Truecaller? (2024);Spotify;Truecaller;675;430;miljoner användare;Hur många miljoner användare skiljer det?
Har betaltjänsten Klarna fler eller färre användare än Truecaller? (2024);Klarna;Truecaller;93;430;miljoner användare;Hur många miljoner användare skiljer det?
Har spelet Candy Crush fler eller färre spelare än ljudbokstjänsten Storytel har betalande prenumeranter? (2024);Candy Crush;Storytel;180;2,4;miljoner användare;Hur många miljoner användare skiljer det?
Har ljudbokstjänsten Storytel fler eller färre betalande prenumeranter än Spotify har månadsanvändare? (2024);Storytel;Spotify;2,4;675;miljoner användare;Hur många miljoner användare skiljer det?
Har superbilen Koenigsegg Jesko högre eller lägre toppfart än en Saab 9-3 Aero?;Koenigsegg Jesko;Saab 9-3 Aero;412;250;km/h;Hur många km/h skiljer toppfarten?
Väger en gruvtruck från Epiroc mer eller mindre än superbilen Koenigsegg Jesko?;Epiroc gruvtruck;Koenigsegg Jesko;65000;1420;kilo;Hur många kilo skiljer det?
Är ett vanligt bildäck större eller mindre i diameter än ett traktordäck från Trelleborg?;Bildäck;Trelleborg traktordäck;0,63;2,05;meter;Hur många meter skiljer diametern?
Har Tetra Pak fler eller färre anställda än läkemedelsbolaget AstraZeneca? (2024);Tetra Pak;AstraZeneca;24500;94000;anställda;Hur många anställda skiljer det?
Har Tetra Pak fler eller färre anställda än Ericsson? (2024);Tetra Pak;Ericsson;24500;94000;anställda;Hur många anställda skiljer det?
Har Tetra Pak fler eller färre anställda än Electrolux? (2024);Tetra Pak;Electrolux;24500;41000;anställda;Hur många anställda skiljer det?
Är Ostankino-tornet i Moskva högre eller lägre än Tokyo Skytree?;Ostankino-tornet;Tokyo Skytree;540;634;meter;Hur många meter skiljer det?
Är Fernsehturm i Berlin högre eller lägre än Sky Tower i Auckland?;Fernsehturm;Sky Tower;368;328;meter;Hur många meter skiljer det?
Är Karlsbron i Prag äldre eller yngre än Ponte Vecchio i Florens?;Karlsbron;Ponte Vecchio;670;680;år;Hur många år skiljer det?
Är The Shard i London högre eller lägre än One World Trade Center?;The Shard;One World Trade Center;310;541;meter;Hur många meter skiljer det?
Är The Shard i London högre eller lägre än Lakhta Center i S:t Petersburg?;The Shard;Lakhta Center;310;462;meter;Hur många meter skiljer det?
Är Oriental Pearl Tower i Shanghai högre eller lägre än Macau Tower?;Oriental Pearl Tower;Macau Tower;468;338;meter;Hur många meter skiljer det?
Är Statue of Unity i Indien högre eller lägre än Vårens tempel-Buddha i Kina?;Statue of Unity;Vårens tempel-Buddha;182;128;meter;Hur många meter skiljer det?
Är Vasilijkatedralen i Moskva äldre eller yngre än Förbjudna staden i Peking?;Vasilijkatedralen;Förbjudna staden;465;605;år;Hur många år skiljer det?
Är Marina Bay Sands i Singapore högre eller lägre än klocktornet i Mecka?;Marina Bay Sands;Abraj Al Bait;207;601;meter;Hur många meter skiljer det?
Är Lakhta Center i S:t Petersburg högre eller lägre än Notre-Dame i Paris?;Lakhta Center;Notre-Dame;462;96;meter;Hur många meter skiljer det?
Är Markusplatsens klocktorn i Venedig högre eller lägre än One World Trade Center?;Markusplatsens klocktorn;One World Trade Center;98,6;541;meter;Hur många meter skiljer det?
Är Oriental Pearl Tower i Shanghai högre eller lägre än Vårens tempel-Buddha i Kina?;Oriental Pearl Tower;Vårens tempel-Buddha;468;128;meter;Hur många meter skiljer det?
Är Vasco da Gama-brons huvudspann längre eller kortare än Storebæltsbrons huvudspann?;Vasco da Gama-bron;Storebæltsbron;420;1624;meter;Hur många meter skiljer det?
Är Westminster Abbey äldre eller yngre än Sfinxen i Giza?;Westminster Abbey;Sfinxen;760;4500;år;Hur många år skiljer det?
Är Vasco da Gama-brons huvudspann längre eller kortare än Tower Bridges huvudspann?;Vasco da Gama-bron;Tower Bridge;420;61;meter;Hur många meter skiljer det?
Är Sfinxen i Giza äldre eller yngre än Markusplatsens klocktorn i Venedig?;Sfinxen;Markusplatsens klocktorn;4500;510;år;Hur många år skiljer det?
Är Hangzhou Bay-brons huvudspann längre eller kortare än Tower Bridges huvudspann?;Hangzhou Bay-bron;Tower Bridge;448;61;meter;Hur många meter skiljer det?
