fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Har Sebastian Andersson gjort fler eller färre A-landslagsmål för Sverige än Anthony Elanga?;Sebastian Andersson;Anthony Elanga;3;6;mål;Hur många mål skiljer det?
Har Robin Quaison fler eller färre A-landskamper för Sverige än Isak Hien?;Robin Quaison;Isak Hien;52;29;landskamper;Hur många landskamper skiljer det?
Har Daniel Majstorović fler eller färre A-landskamper för Sverige än Carl Starfelt?;Daniel Majstorović;Carl Starfelt;50;18;landskamper;Hur många landskamper skiljer det?
Har Rasmus Elm fler eller färre A-landskamper för Sverige än Pontus Jansson?;Rasmus Elm;Pontus Jansson;39;27;landskamper;Hur många landskamper skiljer det?
Har Isak Hien fler eller färre A-landskamper för Sverige än Rasmus Elm?;Isak Hien;Rasmus Elm;29;39;landskamper;Hur många landskamper skiljer det?
Har Oscar Lewicki fler eller färre A-landskamper för Sverige än Isak Hien?;Oscar Lewicki;Isak Hien;15;29;landskamper;Hur många landskamper skiljer det?
Har Jesper Karlström fler eller färre A-landskamper för Sverige än Carl Starfelt?;Jesper Karlström;Carl Starfelt;25;18;landskamper;Hur många landskamper skiljer det?
Har Filip Helander fler eller färre A-landskamper för Sverige än Oscar Lewicki?;Filip Helander;Oscar Lewicki;21;15;landskamper;Hur många landskamper skiljer det?
Har Robin Quaison fler eller färre A-landskamper för Sverige än Jesper Karlström?;Robin Quaison;Jesper Karlström;52;25;landskamper;Hur många landskamper skiljer det?
Har Anthony Elanga gjort fler eller färre A-landslagsmål för Sverige än Marcus Danielson?;Anthony Elanga;Marcus Danielson;6;3;mål;Hur många mål skiljer det?
Har Pontus Jansson fler eller färre A-landskamper för Sverige än Anthony Elanga?;Pontus Jansson;Anthony Elanga;27;31;landskamper;Hur många landskamper skiljer det?
Har Behrang Safari fler eller färre A-landskamper för Sverige än Carl Starfelt?;Behrang Safari;Carl Starfelt;31;18;landskamper;Hur många landskamper skiljer det?
