fråga;sakA;sakB;värdeA;värdeB;enhet;differensfråga
Väger en skåpbil mer eller mindre än en hästkärra?;Skåpbil;Hästkärra;2200;350;kilo;Hur många kilo skiljer det?
Väger en pickup mer eller mindre än en tankbil?;Pickup;Tankbil;2400;26000;kilo;Hur många kilo skiljer det?
Är en pulka längre eller kortare än en linbanekabin?;Pulka;Linbanekabin;0,9;4;meter;Hur många meter skiljer det?
Är en trehjuling längre eller kortare än en veteranbil?;Trehjuling;Veteranbil;0,7;4,5;meter;Hur många meter skiljer det?
Är en skördetröska längre eller kortare än en lastcykel?;Skördetröska;Lastcykel;9;2,5;meter;Hur många meter skiljer det?
Är en pickup längre eller kortare än en polisbil?;Pickup;Polisbil;5,3;4,8;meter;Hur många meter skiljer det?
Har ett linjeflygplan högre eller lägre toppfart än en postbil?;Linjeflygplan;Postbil;900;130;km/h;Hur många km/h skiljer det?
Har en sportbil högre eller lägre toppfart än en snöplogbil?;Sportbil;Snöplogbil;300;60;km/h;Hur många km/h skiljer det?
Har en mjölkbil högre eller lägre toppfart än en sportbil?;Mjölkbil;Sportbil;90;300;km/h;Hur många km/h skiljer det?
Har en veteranbil högre eller lägre toppfart än ett linjeflygplan?;Veteranbil;Linjeflygplan;80;900;km/h;Hur många km/h skiljer det?
Har en hästkärra högre eller lägre toppfart än en mountainbike?;Hästkärra;Mountainbike;15;30;km/h;Hur många km/h skiljer det?
Tar ett linjeflygplan fler eller färre passagerare än en tuk-tuk?;Linjeflygplan;Tuk-tuk;180;3;passagerare;Hur många passagerare skiljer det?
Har en pickup fler eller färre säten än en linbanekabin?;Pickup;Linbanekabin;2;6;säten;Hur många säten skiljer det?
Har ett par inlines fler eller färre hjul än en hästkärra?;Inlines;Hästkärra;8;4;hjul;Hur många hjul skiljer det?
Väger en pråm mer eller mindre än en pulka?;Pråm;Pulka;80000;5;kilo;Hur många kilo skiljer det?
Väger en snöplogbil mer eller mindre än en glassbil?;Snöplogbil;Glassbil;9000;2500;kilo;Hur många kilo skiljer det?
Är en sparkcykel längre eller kortare än ett tåg?;Sparkcykel;Tåg;1,5;200;meter;Hur många meter skiljer det?
Har en moped högre eller lägre toppfart än ett passagerarflygplan?;Moped;Passagerarflygplan;45;900;km/h;Hur många km/h skiljer det?
Väger en kanot mer eller mindre än en ambulans?;Kanot;Ambulans;20;3500;kilo;Hur många kilo skiljer det?
Har en luftballong högre eller lägre toppfart än en helikopter?;Luftballong;Helikopter;8;260;km/h;Hur många km/h skiljer det?
Är en skateboard längre eller kortare än ett tåg?;Skateboard;Tåg;0,8;200;meter;Hur många meter skiljer det?
Väger en trampbil mer eller mindre än en grävmaskin?;Trampbil;Grävmaskin;12;20000;kilo;Hur många kilo skiljer det?
Väger en brandbil mer eller mindre än en mountainbike?;Brandbil;Mountainbike;12000;13;kilo;Hur många kilo skiljer det?
Är en färja längre eller kortare än en eka?;Färja;Eka;180;4;meter;Hur många meter skiljer det?
Väger en golfbil mer eller mindre än en surfbräda?;Golfbil;Surfbräda;400;12;kilo;Hur många kilo skiljer det?
Har en tunnelbana högre eller lägre toppfart än en elsparkcykel?;Tunnelbana;Elsparkcykel;80;20;km/h;Hur många km/h skiljer det?
Har ett höghastighetståg högre eller lägre toppfart än en vespa?;Höghastighetståg;Vespa;300;90;km/h;Hur många km/h skiljer det?
Väger en snöplogbil mer eller mindre än ett tåglok?;Snöplogbil;Tåglok;18000;90000;kilo;Hur många kilo skiljer det?
Är en segelbåt längre eller kortare än en roddbåt?;Segelbåt;Roddbåt;12;4;meter;Hur många meter skiljer det?
Är en zeppelinare längre eller kortare än ett godståg?;Zeppelinare;Godståg;240;700;meter;Hur många meter skiljer det?
Är en gondol längre eller kortare än en pråm?;Gondol;Pråm;11;60;meter;Hur många meter skiljer det?
Har en hästvagn högre eller lägre toppfart än en bärgningsbil?;Hästvagn;Bärgningsbil;20;90;km/h;Hur många km/h skiljer det?
Väger en skolbuss mer eller mindre än en polisbil?;Skolbuss;Polisbil;9000;1900;kilo;Hur många kilo skiljer det?
Har en tuk-tuk högre eller lägre toppfart än ett höghastighetståg?;Tuk-tuk;Höghastighetståg;50;300;km/h;Hur många km/h skiljer det?
Har en mountainbike högre eller lägre toppfart än en vespa?;Mountainbike;Vespa;30;90;km/h;Hur många km/h skiljer det?
Väger en stadsjeep mer eller mindre än en släpvagn?;Stadsjeep;Släpvagn;2000;300;kilo;Hur många kilo skiljer det?
Har en postbil högre eller lägre toppfart än en tuk-tuk?;Postbil;Tuk-tuk;130;50;km/h;Hur många km/h skiljer det?
Väger en bärgningsbil mer eller mindre än en skåpbil?;Bärgningsbil;Skåpbil;12000;2200;kilo;Hur många kilo skiljer det?
Väger en trehjuling mer eller mindre än en lådcykel?;Trehjuling;Lådcykel;12;40;kilo;Hur många kilo skiljer det?
Väger en glassbil mer eller mindre än en mjölkbil?;Glassbil;Mjölkbil;2500;1900;kilo;Hur många kilo skiljer det?
Väger en gaffeltruck mer eller mindre än en skåpbil?;Gaffeltruck;Skåpbil;3500;2200;kilo;Hur många kilo skiljer det?
Har en vuxen fler eller färre tänder än ett barn med bara mjölktänder?;Vuxen;Barn med mjölktänder;32;20;tänder;Hur många tänder skiljer det?
Slår en vuxens hjärta fler eller färre slag per minut än ett spädbarns?;Vuxen;Spädbarn;70;130;slag/minut;Hur många slag per minut skiljer det?
Är ett sexårigt barn längre eller kortare än en vuxen?;Sexårigt barn;Vuxen;115;175;centimeter;Hur många centimeter skiljer det?
Är en giraffs hals längre eller kortare än en människas hals?;Giraffhals;Människohals;2,4;0,12;meter;Hur många meter skiljer det?
Väger ett nyfött barn mer eller mindre än ett femårigt barn?;Nyfött barn;Femårigt barn;3,5;18;kilo;Hur många kilo skiljer det?
Är det minsta benet i örat längre eller kortare än lårbenet?;Minsta benet i örat;Lårbenet;0,3;45;centimeter;Hur många centimeter skiljer det?
Har vi fler eller färre hårstrån på huvudet än ögonfransar?;Hårstrån på huvudet;Ögonfransar;100000;200;strån;Hur många hårstrån skiljer det?
Har en människa fler eller färre ögon än tår?;Ögon;Tår;2;10;stycken;Hur många skiljer det?
Är en människas arm längre eller kortare än en elefants snabel?;Människoarm;Elefantsnabel;0,7;2;meter;Hur många meter skiljer det?
Slår hjärtat fler eller färre slag per minut när man springer än när man vilar?;Hjärtat när man springer;Hjärtat när man vilar;180;60;slag/minut;Hur många slag per minut skiljer det?
Är en vuxen man längre eller kortare än en vuxen kvinna?;Vuxen man;Vuxen kvinna;180;167;centimeter;Hur många centimeter skiljer det?
Väger en människas hjärta mer eller mindre än en blåvals hjärta?;Människohjärta;Blåvalshjärta;0,3;180;kilo;Hur många kilo skiljer det?
Väger en giraffs hjärta mer eller mindre än en människas hjärta?;Giraffhjärta;Människohjärta;11;0,3;kilo;Hur många kilo skiljer det?
Är en vuxens hand längre eller kortare än en vuxens fot?;Hand;Fot;19;26;centimeter;Hur många centimeter skiljer det?
Är tungan längre eller kortare än näsan?;Tunga;Näsa;10;5;centimeter;Hur många centimeter skiljer det?
Är en människas öra längre eller kortare än en elefants öra?;Människoöra;Elefantöra;6;180;centimeter;Hur många centimeter skiljer det?
Väger ett ettårigt barn mer eller mindre än ett nyfött barn?;Ettårigt barn;Nyfött barn;10;3,5;kilo;Hur många kilo skiljer det?
Blev den äldsta guldfisken någonsin äldre eller yngre än den äldsta människan någonsin?;Guldfisk;Människa;43;122;år;Hur många år skiljer det?
Har vi fler eller färre fingrar än revben?;Fingrar;Revben;10;24;stycken;Hur många skiljer det?
Slår en människas hjärta fler eller färre slag per minut än en kolibris?;Människa;Kolibri;70;1200;slag/minut;Hur många slag per minut skiljer det?
Är en vuxen människa längre eller kortare än ett nyfött barn?;Vuxen människa;Nyfött barn;1,8;0,5;meter;Hur många meter skiljer det?
Väger en vuxen människa mer eller mindre än ett femårigt barn?;Vuxen människa;Femårigt barn;75;18;kilo;Hur många kilo skiljer det?
Väger hjärnan mer eller mindre än levern hos en vuxen?;Hjärnan;Levern;1400;1500;gram;Hur många gram skiljer det?
Väger mjälten mer eller mindre än en njure?;Mjälten;Njuren;150;140;gram;Hur många gram skiljer det?
Väger bukspottkörteln mer eller mindre än mjälten?;Bukspottkörteln;Mjälten;100;150;gram;Hur många gram skiljer det?
Väger skelettet mer eller mindre än huden?;Skelettet;Huden;12;4;kilo;Hur många kilo skiljer det?
Blinkar man fler eller färre gånger per minut än man andas?;Blinkningar;Andetag;20;15;antal;Hur många fler gånger per minut skiljer det?
Har skelettet fler eller färre ben än kroppen har leder?;Antal ben;Antal leder;206;360;antal;Hur många fler leder finns det?
Producerar man mer eller mindre saliv per dag än man har blod i kroppen?;Saliv per dag;Blod i kroppen;1,5;5;liter;Hur många liter skiljer det?
Är tunntarmen längre eller kortare än tjocktarmen?;Tunntarmen;Tjocktarmen;6;1,5;meter;Hur många meter skiljer det?
Har skelettet fler eller färre ben än kroppen har muskler?;Antal ben;Antal muskler;206;600;antal;Hur många fler muskler finns det?
Är en vuxen längre eller kortare än hela matsmältningskanalen?;Kroppslängd;Matsmältningskanalen;1,8;8;meter;Hur många meter skiljer det?
Växer håret på huvudet fler eller färre millimeter per månad än naglarna?;Hårväxt;Nagelväxt;10,5;3,5;millimeter;Hur många millimeter skiljer det?
Är underarmen längre eller kortare än skenbenet?;Underarmen;Skenbenet;26;40;centimeter;Hur många centimeter skiljer det?
Väger alla skelettmusklerna tillsammans mer eller mindre än huden?;Skelettmusklerna;Huden;30;4;kilo;Hur många kilo skiljer det?
Slår hjärtat fler eller färre slag per dygn än man tar andetag?;Hjärtslag per dygn;Andetag per dygn;100000;22000;antal;Hur många fler slag per dygn skiljer det?
Pumpar hjärtat mer eller mindre blod per dygn än kroppen rymmer?;Blod pumpat per dygn;Blod i kroppen;7000;5;liter;Hur många liter skiljer det?
Har kroppen fler eller färre mjölktänder än smaklökar?;Mjölktänder;Smaklökar;20;10000;antal;Hur många fler smaklökar finns det?
Har en människa fler eller färre sinnen än skelettmuskler?;Sinnena;Skelettmusklerna;5;600;antal;Hur många fler muskler finns det?
Är lårbenet längre eller kortare än det minsta benet i örat?;Lårbenet;Minsta örbenet;45;0,3;centimeter;Hur många centimeter skiljer det?
Har en vuxen fler eller färre hårsäckar på huvudet än svettkörtlar?;Hårsäckar på huvudet;Svettkörtlar;100000;3000000;antal;Hur många fler svettkörtlar finns det?
Är en feberhög kroppstemperatur högre eller lägre än en normal?;Febertemperatur;Normal kroppstemperatur;40;37;°C;Hur många grader skiljer det?
Väger en njure mer eller mindre än båda lungorna tillsammans?;Njuren;Lungorna;140;1000;gram;Hur många gram skiljer det?
Är magsäcken rymligare eller mindre rymlig än urinblåsan?;Magsäcken;Urinblåsan;1,5;0,5;liter;Hur många liter skiljer det?
Har en vuxen fler eller färre fingrar och tår tillsammans än kotor i ryggraden?;Fingrar och tår;Kotor i ryggraden;20;33;antal;Hur många fler kotor finns det?
Väger levern mer eller mindre än hjärtat?;Levern;Hjärtat;1500;300;gram;Hur många gram skiljer det?
Väger hjärnan mer eller mindre än båda njurarna tillsammans?;Hjärnan;Njurarna;1400;280;gram;Hur många gram skiljer det?
Har man fler eller färre halskotor än fingrar på en hand?;Halskotor;Fingrar på en hand;7;5;antal;Hur många fler är det?
Är huvudet på en nyfödd bebis större eller mindre i omkrets än huvudet på en vuxen?;Nyfödd babys huvud;Vuxens huvud;35;57;centimeter;Hur många centimeter skiljer det?
Rymmer en människas mage mer eller mindre när den är full än när den är tom?;Full mage;Tom mage;1;0,05;liter;Hur många liter skiljer det?
Väger ett vuxet finger mer eller mindre än hela handen?;Ett finger;Hela handen;30;400;gram;Hur många gram skiljer det?
Är en arm hos ett spädbarn längre eller kortare än ett vuxet ben?;Spädbarns arm;Vuxet ben;20;90;centimeter;Hur många centimeter skiljer det?
Är en nagel på lillfingret bredare eller smalare än en nagel på tummen?;Lillfingernagel;Tumnagel;7;16;millimeter;Hur många millimeter skiljer det?
Är en människas hår längre på huvudet än i ögonbrynen?;Hår på huvudet;Hår i ögonbrynen;70;1;centimeter;Hur många centimeter skiljer det?
Väger en vuxens hela skelett mer eller mindre än hjärnan?;Skelettet;Hjärnan;10;1,4;kilo;Hur många kilo skiljer det?
Är ett spädbarns hela arm längre eller kortare än en vuxens fot?;Spädbarns arm;Vuxens fot;18;26;centimeter;Hur många centimeter skiljer det?
Är det varmare eller kallare i en bastu än i kroppen?;Bastun;Kroppen;90;37;°C;Hur många grader skiljer det?
Tar man fler eller färre andetag på en minut när man sover än när man springer?;Andetag när man sover;Andetag när man springer;12;40;andetag;Hur många andetag skiljer det?
Har en människa fler eller färre ögon än fingrar?;Ögon;Fingrar;2;10;stycken;Hur många skiljer det?
Är ett spädbarn längre eller kortare än en tioåring?;Spädbarn;Tioåring;50;140;centimeter;Hur många centimeter skiljer det?
Väger ett hårstrå mer eller mindre än ett ögonfranshår?;Hårstrå;Ögonfranshår;0,7;0,04;milligram;Hur många milligram skiljer det?
Är en människas tunga längre eller kortare än ett pekfinger?;Tunga;Pekfinger;10;7,5;centimeter;Hur många centimeter skiljer det?
Är ett barnbarn äldre eller yngre än sin mormor?;Barnbarn;Mormor;8;65;år;Hur många år skiljer det?
Har en vuxen fler eller färre tår än tänder?;Tår;Tänder;10;32;stycken;Hur många skiljer det?
Är alla blodådror i kroppen sammanlagt längre eller kortare än ett varv runt jorden?;Blodådror;Varv runt jorden;100000;40000;kilometer;Hur många kilometer skiljer det?
Är ett öga tyngre eller lättare än en tand?;Öga;Tand;7,5;1;gram;Hur många gram skiljer det?
Är en sexårig son längre eller kortare än sin pappa?;Sexårig son;Pappa;115;180;centimeter;Hur många centimeter skiljer det?
Har en människa fler eller färre ben i ena foten än fingrar på en hand?;Ben i ena foten;Fingrar på en hand;26;5;stycken;Hur många skiljer det?
Väger en vuxens fot mer eller mindre än huvudet?;Foten;Huvudet;1;5;kilo;Hur många kilo skiljer det?
Är en människas skägg som längst längre eller kortare än ögonfransarna?;Skägg;Ögonfransar;30;1;centimeter;Hur många centimeter skiljer det?
Är en människas tarmar sammanlagt längre eller kortare än en buss?;Tarmarna;En buss;8;12;meter;Hur många meter skiljer det?
Är det varmare eller kallare på huden än inuti kroppen?;På huden;Inuti kroppen;33;37;°C;Hur många grader skiljer det?
Klarar en människa fler eller färre dagar utan mat än utan vatten?;Utan mat;Utan vatten;30;3;dagar;Hur många dagar skiljer det?
Är en vuxens lillfinger längre eller kortare än tummen?;Lillfingret;Tummen;5,5;6;centimeter;Hur många centimeter skiljer det?
Är ett nyfött barns fotsula längre eller kortare än en vuxens?;Nyfödds fotsula;Vuxens fotsula;7,5;26;centimeter;Hur många centimeter skiljer det?
Väger magsäcken mer eller mindre än mjälten?;Magsäcken;Mjälten;150;100;gram;Hur många gram skiljer det?
Väger hjärtat mer eller mindre än båda lungorna tillsammans?;Hjärtat;Lungorna;300;1000;gram;Hur många gram skiljer det?
Har man fler eller färre hårstrån på huvudet än tänder i munnen?;Hårstrån på huvudet;Tänder;100000;32;antal;Hur många fler hårstrån är det?
Väger båda lungorna mer eller mindre än en ögonfrans?;Lungorna;En ögonfrans;1000;0,001;gram;Hur många gram skiljer det?
Är ett finger längre eller kortare än lårbenet?;Ett finger;Lårbenet;8;45;centimeter;Hur många centimeter skiljer det?
Har en vuxen fler eller färre svettkörtlar än tänder?;Svettkörtlar;Tänder;3000000;32;antal;Hur många fler svettkörtlar är det?
Är en vuxen längre eller kortare än alla sina tarmar tillsammans?;Kroppslängden;Tarmarna;180;800;centimeter;Hur många centimeter skiljer det?
Har man fler eller färre smaklökar än fingrar och tår tillsammans?;Smaklökar;Fingrar och tår;10000;20;antal;Hur många fler smaklökar är det?
Är en tioåring längre eller kortare än bredden på ett hårstrå?;Tioåring;Ett hårstrå tjockt;140;0,01;centimeter;Hur många centimeter skiljer det?
Väger ett hjärta mer eller mindre än en hel vuxen man?;Hjärtat;Vuxen man;0,3;85;kilo;Hur många kilo skiljer det?
Är en tand längre eller kortare än tungan?;En tand;Tungan;2,5;8,5;centimeter;Hur många centimeter skiljer det?
Väger levern mer eller mindre än båda njurarna tillsammans?;Levern;Njurarna;1500;280;gram;Hur många gram skiljer det?
Har en vuxen fler eller färre muskler i kroppen än fingrar på en hand?;Muskler;Fingrar på en hand;600;5;antal;Hur många fler muskler är det?
Är en mormor äldre eller yngre än en tonåring?;Mormor;Tonåring;70;14;år;Hur många år skiljer det?
Väger en vuxen man mer eller mindre än en tioåring?;Vuxen man;Tioåring;85;32;kilo;Hur många kilo skiljer det?
Är handleden större eller mindre i omkrets än låret?;Handleden;Låret;16;55;centimeter;Hur många centimeter skiljer det?
Är en hand längre eller kortare än en hel arm?;En hand;En arm;19;70;centimeter;Hur många centimeter skiljer det?
Väger en femåring mer eller mindre än en ettåring?;Femåring;Ettåring;18;10;kilo;Hur många kilo skiljer det?
Är handleden större eller mindre i omkrets än midjan?;Handleden;Midjan;16;85;centimeter;Hur många centimeter skiljer det?
Är en farfar äldre eller yngre än sitt tonårsbarnbarn?;Farfar;Tonåring;70;15;år;Hur många år skiljer det?
Är ett finger längre eller kortare än en hel fot?;Ett finger;En fot;8;26;centimeter;Hur många centimeter skiljer det?
Rymmer en full magsäck mer eller mindre än en kaffekopp?;Full magsäck;Kaffekopp;1;0,25;liter;Hur många liter skiljer det?
Tar man fler eller färre andetag på en minut än hjärtat slår?;Andetag;Hjärtslag;15;70;antal/minut;Hur många fler hjärtslag är det per minut?
Är en mamma äldre eller yngre än sin nyfödda bebis?;Mamma;Nyfödd bebis;32;0;år;Hur många år skiljer det?
Är en lillfingernagel bredare eller smalare än en fot är lång?;Lillfingernagel;En fot;0,7;26;centimeter;Hur många centimeter skiljer det?
Är Lutande tornet i Pisa högre eller lägre än Cheopspyramiden?;Lutande tornet i Pisa;Cheopspyramiden;56;139;meter;Hur många meter skiljer det?
Är Avicii Arena (Globen) högre eller lägre än Turning Torso?;Avicii Arena (Globen);Turning Torso;85;190;meter;Hur många meter skiljer det?
Är Vasaskeppet äldre eller yngre än Christusstatyn i Rio?;Vasaskeppet;Christusstatyn i Rio;398;95;år;Hur många år skiljer det?
Är Cheopspyramiden högre eller lägre än Christusstatyn i Rio?;Cheopspyramiden;Christusstatyn i Rio;139;38;meter;Hur många meter skiljer det?
Är Big Ben högre eller lägre än Golden Gate-bron?;Big Ben;Golden Gate-bron;96;227;meter;Hur många meter skiljer det?
Är Mount Everest högre eller lägre än Burj Khalifa?;Mount Everest;Burj Khalifa;8849;828;meter;Hur många meter skiljer det?
Är Cheopspyramiden äldre eller yngre än Colosseum?;Cheopspyramiden;Colosseum;4500;1946;år;Hur många år skiljer det?
Är Stockholms slott äldre eller yngre än Taj Mahal?;Stockholms slott;Taj Mahal;272;373;år;Hur många år skiljer det?
Är Kinesiska muren äldre eller yngre än Stockholms slott?;Kinesiska muren;Stockholms slott;2300;272;år;Hur många år skiljer det?
Är Vasaskeppet äldre eller yngre än Triumfbågen i Paris?;Vasaskeppet;Triumfbågen i Paris;398;190;år;Hur många år skiljer det?
Har Turning Torso fler eller färre våningar än Burj Khalifa?;Turning Torso;Burj Khalifa;54;163;våningar;Hur många våningar skiljer det?
Är Kinesiska muren längre eller kortare än Golden Gate-bron?;Kinesiska muren;Golden Gate-bron;21196000;2737;meter;Hur många meter skiljer det?
Är Niagarafallen högre eller lägre än Big Ben?;Niagarafallen;Big Ben;57;96;meter;Hur många meter skiljer det?
Är Tokyo Skytree högre eller lägre än CN-tornet?;Tokyo Skytree;CN-tornet;634;553;meter;Hur många meter skiljer det?
Är Tokyo Skytree högre eller lägre än Brandenburger Tor?;Tokyo Skytree;Brandenburger Tor;634;26;meter;Hur många meter skiljer det?
Är Brandenburger Tor högre eller lägre än Tower Bridge?;Brandenburger Tor;Tower Bridge;26;65;meter;Hur många meter skiljer det?
Är Parthenon på Akropolis högre eller lägre än Tokyo Skytree?;Parthenon på Akropolis;Tokyo Skytree;14;634;meter;Hur många meter skiljer det?
Är Öresundsbron längre eller kortare än Brooklyn Bridge?;Öresundsbron;Brooklyn Bridge;7845;1834;meter;Hur många meter skiljer det?
Är Tower Bridge längre eller kortare än Brooklyn Bridge?;Tower Bridge;Brooklyn Bridge;244;1834;meter;Hur många meter skiljer det?
Är Petra äldre eller yngre än Angkor Wat?;Petra;Angkor Wat;2300;900;år;Hur många år skiljer det?
Är Machu Picchu äldre eller yngre än Parthenon på Akropolis?;Machu Picchu;Parthenon på Akropolis;580;2470;år;Hur många år skiljer det?
Är Angkor Wat äldre eller yngre än Stonehenge?;Angkor Wat;Stonehenge;900;5000;år;Hur många år skiljer det?
Är Petra äldre eller yngre än Tower Bridge?;Petra;Tower Bridge;2300;132;år;Hur många år skiljer det?
Är CN-tornet högre eller lägre än Brandenburger Tor?;CN-tornet;Brandenburger Tor;553;26;meter;Hur många meter skiljer det?
Är Kebnekaise högre eller lägre än CN-tornet?;Kebnekaise;CN-tornet;2096;553;meter;Hur många meter skiljer det?
Är Brooklyn Bridge högre eller lägre än Hoover-dammen?;Brooklyn Bridge;Hoover-dammen;84;221;meter;Hur många meter skiljer det?
Är Shanghai Tower högre eller lägre än Taipei 101?;Shanghai Tower;Taipei 101;632;508;meter;Hur många meter skiljer det?
Är Petronas Towers högre eller lägre än Willis Tower?;Petronas Towers;Willis Tower;452;442;meter;Hur många meter skiljer det?
Är Triumfbågen i Paris högre eller lägre än Lutande tornet i Pisa?;Triumfbågen i Paris;Lutande tornet i Pisa;50;56;meter;Hur många meter skiljer det?
Är Petronas Towers högre eller lägre än Gateway Arch?;Petronas Towers;Gateway Arch;452;192;meter;Hur många meter skiljer det?
Är Christusstatyn i Rio högre eller lägre än Colosseum?;Christusstatyn i Rio;Colosseum;38;48;meter;Hur många meter skiljer det?
Är Notre-Dame högre eller lägre än London Eye?;Notre-Dame;London Eye;96;135;meter;Hur många meter skiljer det?
Är Atomium högre eller lägre än Gateway Arch?;Atomium;Gateway Arch;102;192;meter;Hur många meter skiljer det?
Är Colosseum högre eller lägre än Chrysler Building?;Colosseum;Chrysler Building;48;319;meter;Hur många meter skiljer det?
Är Space Needle högre eller lägre än Pariserhjulet Wiener Riesenrad i Wien?;Space Needle;Wiener Riesenrad;184;65;meter;Hur många meter skiljer det?
Är Shanghai Tower högre eller lägre än Pariserhjulet Wiener Riesenrad i Wien?;Shanghai Tower;Wiener Riesenrad;632;65;meter;Hur många meter skiljer det?
Är Big Ben högre eller lägre än Willis Tower?;Big Ben;Willis Tower;96;442;meter;Hur många meter skiljer det?
Är Hagia Sofia äldre eller yngre än Pantheon i Rom?;Hagia Sofia;Pantheon i Rom;1489;1900;år;Hur många år skiljer det?
Är Alhambra äldre eller yngre än Förbjudna staden i Peking?;Alhambra;Förbjudna staden;700;605;år;Hur många år skiljer det?
Är Förbjudna staden i Peking äldre eller yngre än Himeji slott?;Förbjudna staden;Himeji slott;605;415;år;Hur många år skiljer det?
Är Sacré-Cœur i Paris äldre eller yngre än Vasilijkatedralen i Moskva?;Sacré-Cœur;Vasilijkatedralen;112;465;år;Hur många år skiljer det?
Är Pantheon i Rom äldre eller yngre än Sacré-Cœur i Paris?;Pantheon i Rom;Sacré-Cœur;1900;112;år;Hur många år skiljer det?
Är Alhambra äldre eller yngre än Sacré-Cœur i Paris?;Alhambra;Sacré-Cœur;700;112;år;Hur många år skiljer det?
Är Storebæltsbron längre eller kortare än Akashi Kaikyō-bron?;Storebæltsbron;Akashi Kaikyō-bron;6790;3911;meter;Hur många meter skiljer det?
Är Space Needle högre eller lägre än Washington Monument?;Space Needle;Washington Monument;184;169;meter;Hur många meter skiljer det?
Är London Eye högre eller lägre än Chrysler Building?;London Eye;Chrysler Building;135;319;meter;Hur många meter skiljer det?
Är Notre-Dame högre eller lägre än Space Needle?;Notre-Dame;Space Needle;96;184;meter;Hur många meter skiljer det?
Är Taipei 101 högre eller lägre än Eiffeltornet?;Taipei 101;Eiffeltornet;508;330;meter;Hur många meter skiljer det?
Är Storkyrkan äldre eller yngre än Sagrada Familia?;Storkyrkan;Sagrada Familia;720;143;år;Hur många år skiljer det?
Är Eiffeltornet högre eller lägre än Lutande tornet i Pisa?;Eiffeltornet;Lutande tornet i Pisa;330;56;meter;Hur många meter skiljer det?
Är Empire State Building högre eller lägre än Sydney Operahus?;Empire State Building;Sydney Operahus;443;65;meter;Hur många meter skiljer det?
Är Chrysler Building högre eller lägre än Triumfbågen i Paris?;Chrysler Building;Triumfbågen i Paris;319;50;meter;Hur många meter skiljer det?
Är Atomium högre eller lägre än Petronas Towers?;Atomium;Petronas Towers;102;452;meter;Hur många meter skiljer det?
Är Willis Tower högre eller lägre än Sydney Operahus?;Willis Tower;Sydney Operahus;442;65;meter;Hur många meter skiljer det?
Är Empire State Building högre eller lägre än Sagrada Familia?;Empire State Building;Sagrada Familia;443;172;meter;Hur många meter skiljer det?
Är Washington Monument högre eller lägre än London Eye?;Washington Monument;London Eye;169;135;meter;Hur många meter skiljer det?
Är Notre-Dame äldre eller yngre än Kinesiska muren?;Notre-Dame;Kinesiska muren;860;2300;år;Hur många år skiljer det?
Är Storkyrkan äldre eller yngre än Parthenon på Akropolis?;Storkyrkan;Parthenon på Akropolis;720;2470;år;Hur många år skiljer det?
Är Stonehenge äldre eller yngre än Taj Mahal?;Stonehenge;Taj Mahal;5000;373;år;Hur många år skiljer det?
Är Sfinxen i Giza äldre eller yngre än Stockholms slott?;Sfinxen i Giza;Stockholms slott;4500;272;år;Hur många år skiljer det?
Är Petra äldre eller yngre än Uppsala domkyrka?;Petra;Uppsala domkyrka;2300;590;år;Hur många år skiljer det?
Är Atomium högre eller lägre än Golden Gate-bron?;Atomium;Golden Gate-bron;102;227;meter;Hur många meter skiljer det?
Är Eiffeltornet äldre eller yngre än Sfinxen i Giza?;Eiffeltornet;Sfinxen i Giza;137;4500;år;Hur många år skiljer det?
Är Taj Mahal äldre eller yngre än Stonehenge?;Taj Mahal;Stonehenge;373;5000;år;Hur många år skiljer det?
Är Washington Monument högre eller lägre än Empire State Building?;Washington Monument;Empire State Building;169;443;meter;Hur många meter skiljer det?
Är Sydney Operahus äldre eller yngre än Storkyrkan?;Sydney Operahus;Storkyrkan;53;720;år;Hur många år skiljer det?
Väger en vattenmelon mer eller mindre än en apelsin?;Vattenmelon;Apelsin;3000;175;gram;Hur många gram skiljer det?
Väger en vindruva mer eller mindre än en jordgubbe?;Vindruva;Jordgubbe;6;12;gram;Hur många gram skiljer det?
Väger en ananas mer eller mindre än en citron?;Ananas;Citron;1000;100;gram;Hur många gram skiljer det?
Väger en morot mer eller mindre än en gurka?;Morot;Gurka;60;300;gram;Hur många gram skiljer det?
Har en banan fler eller färre kalorier än ett äpple?;Banan;Äpple;105;80;kalorier;Hur många kalorier skiljer det?
Har en glasspinne fler eller färre kalorier än en kexchoklad?;Glasspinne;Kexchoklad;120;300;kalorier;Hur många kalorier skiljer det?
Har en hamburgare fler eller färre kalorier än en korv med bröd?;Hamburgare;Korv med bröd;250;300;kalorier;Hur många kalorier skiljer det?
Har en morot fler eller färre kalorier än en avokado?;Morot;Avokado;25;240;kalorier;Hur många kalorier skiljer det?
Är en sockerkaka högre eller lägre än en muffin?;Sockerkaka;Muffin;7;5;centimeter;Hur många centimeter skiljer det?
Är en baguette längre eller kortare än en grillkorv?;Baguette;Grillkorv;65;20;centimeter;Hur många centimeter skiljer det?
Är ett knäckebröd längre eller kortare än en kanelbulle?;Knäckebröd;Kanelbulle;25;8;centimeter;Hur många centimeter skiljer det?
Väger en kokosnöt mer eller mindre än en citron?;Kokosnöt;Citron;1400;100;gram;Hur många gram skiljer det?
Väger en lök mer eller mindre än en potatis?;Lök;Potatis;110;150;gram;Hur många gram skiljer det?
